ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,is_zero_spend,ctr,cpc,cost_per_total_conv,cost_per_approved_conv,click_to_enquiry_rate,enquiry_to_purchase_rate,purchased
1121489,1178,144605,40-44,M,23,110018,24,39.85999966,1,0,False,0.0002,1.6608,39.86,,0.0417,0.0,0
1121493,1178,144606,40-44,M,24,137584,21,36.77999961,1,0,False,0.0002,1.7514,36.78,,0.0476,0.0,0
1121497,1178,144606,40-44,M,24,209825,30,54.86999953,1,0,False,0.0001,1.829,54.87,,0.0333,0.0,0
1121499,1178,144607,40-44,M,25,264222,63,87.7899996,1,1,False,0.0002,1.3935,87.79,87.79,0.0159,1.0,1
1121510,1178,144608,40-44,M,26,31202,5,6.730000019,1,0,False,0.0002,1.346,6.73,,0.2,0.0,0
1121511,1178,144609,40-44,M,27,252991,49,76.83999932,3,0,False,0.0002,1.5682,25.6133,,0.0612,0.0,0
1121514,1178,144609,40-44,M,27,56265,9,15.53999972,1,0,False,0.0002,1.7267,15.54,,0.1111,0.0,0
1121523,1178,144611,40-44,M,29,76923,11,17.67000008,2,2,False,0.0001,1.6064,8.835,8.835,0.1818,1.0,1
1121524,1178,144611,40-44,M,29,209332,30,49.60000014,3,1,False,0.0001,1.6533,16.5333,49.6,0.1,0.3333,1
1121525,1178,144611,40-44,M,29,214094,31,53.26999903,1,0,False,0.0001,1.7184,53.27,,0.0323,0.0,0
1121526,1178,144611,40-44,M,29,526209,85,126.9299996,3,2,False,0.0002,1.4933,42.31,63.465,0.0353,0.6667,1
1121527,1178,144611,40-44,M,29,741143,120,179.620001,4,1,False,0.0002,1.4968,44.905,179.62,0.0333,0.25,1
1121528,1178,144611,40-44,M,29,172827,25,38.42000043,2,0,False,0.0001,1.5368,19.21,,0.08,0.0,0
1121530,1178,144612,40-44,M,30,188873,38,58.5999999,1,1,False,0.0002,1.5421,58.6,58.6,0.0263,1.0,1
1121532,1178,144612,40-44,M,30,123126,25,39.72999978,2,1,False,0.0002,1.5892,19.865,39.73,0.08,0.5,1
1121535,1178,144613,40-44,M,31,77794,14,19.11000001,1,1,False,0.0002,1.365,19.11,19.11,0.0714,1.0,1
1121541,1178,144614,40-44,M,32,56630,9,15.81000018,1,1,False,0.0002,1.7567,15.81,15.81,0.1111,1.0,1
1121544,1178,144614,40-44,M,32,400844,85,140.9700022,4,2,False,0.0002,1.6585,35.2425,70.485,0.0471,0.5,1
1121545,1178,144614,40-44,M,32,208572,36,60.76000023,2,1,False,0.0002,1.6878,30.38,60.76,0.0556,0.5,1
1121548,1178,144615,40-44,M,36,59004,8,13.51000011,1,0,False,0.0001,1.6888,13.51,,0.125,0.0,0
1121551,1178,144615,40-44,M,36,196253,32,55.10000002,1,0,False,0.0002,1.7219,55.1,,0.0312,0.0,0
1121554,1178,144616,40-44,M,63,51858,8,12.63000011,1,1,False,0.0002,1.5788,12.63,12.63,0.125,1.0,1
1121557,1178,144616,40-44,M,63,280764,49,81.36000025,2,1,False,0.0002,1.6604,40.68,81.36,0.0408,0.5,1
1121561,1178,144617,40-44,M,64,63660,11,16.47000003,1,1,False,0.0002,1.4973,16.47,16.47,0.0909,1.0,1
1121562,1178,144617,40-44,M,64,109289,19,31.02999997,1,0,False,0.0002,1.6332,31.03,,0.0526,0.0,0
1121568,1178,144618,40-44,M,65,188440,40,60.72999966,2,1,False,0.0002,1.5182,30.365,60.73,0.05,0.5,1
1121571,1178,144619,40-44,M,2,212496,44,74.83000135,2,1,False,0.0002,1.7007,37.415,74.83,0.0455,0.5,1
1121572,1178,144619,40-44,M,2,32574,5,7.480000019,1,0,False,0.0002,1.496,7.48,,0.2,0.0,0
1121575,1178,144619,40-44,M,2,128595,23,36.4800005,1,1,False,0.0002,1.5861,36.48,36.48,0.0435,1.0,1
1121577,1178,144620,40-44,M,7,242234,48,68.06000054,2,0,False,0.0002,1.4179,34.03,,0.0417,0.0,0
1121584,1178,144621,40-44,M,66,33154,5,7.879999995,1,1,False,0.0002,1.576,7.88,7.88,0.2,1.0,1
1121585,1178,144621,40-44,M,66,9773,1,1.460000038,1,0,False,0.0001,1.46,1.46,,1.0,0.0,0
1121589,1178,144622,45-49,M,10,464036,77,123.5500004,3,1,False,0.0002,1.6045,41.1833,123.55,0.039,0.3333,1
1121590,1178,144622,45-49,M,10,478480,75,135.7500012,3,1,False,0.0002,1.81,45.25,135.75,0.04,0.3333,1
1121592,1178,144622,45-49,M,10,428812,66,116.8800001,4,2,False,0.0002,1.7709,29.22,58.44,0.0606,0.5,1
1121593,1178,144622,45-49,M,10,1177535,221,365.6600009,15,3,False,0.0002,1.6546,24.3773,121.8867,0.0679,0.2,1
1121594,1178,144622,45-49,M,10,426500,72,128.2799988,4,1,False,0.0002,1.7817,32.07,128.28,0.0556,0.25,1
1121597,1178,144623,45-49,M,15,54237,7,10.77999985,2,1,False,0.0001,1.54,5.39,10.78,0.2857,0.5,1
1121598,1178,144623,45-49,M,15,506916,89,133.6999986,2,2,False,0.0002,1.5022,66.85,66.85,0.0225,1.0,1
1121599,1178,144623,45-49,M,15,250960,42,64.87999952,2,0,False,0.0002,1.5448,32.44,,0.0476,0.0,0
1121601,1178,144624,45-49,M,16,2286228,353,603.380002,16,7,False,0.0002,1.7093,37.7113,86.1971,0.0453,0.4375,1
1121602,1178,144624,45-49,M,16,915451,125,220.559999,6,1,False,0.0001,1.7645,36.76,220.56,0.048,0.1667,1
1121603,1178,144624,45-49,M,16,159478,20,33.89999998,3,1,False,0.0001,1.695,11.3,33.9,0.15,0.3333,1
1121605,1178,144624,45-49,M,16,1228924,190,318.9700032,6,3,False,0.0002,1.6788,53.1617,106.3233,0.0316,0.5,1
1121606,1178,144624,45-49,M,16,938283,134,248.6400001,7,2,False,0.0001,1.8555,35.52,124.32,0.0522,0.2857,1
1121607,1178,144625,45-49,M,18,154572,26,40.93000007,1,1,False,0.0002,1.5742,40.93,40.93,0.0385,1.0,1
1121609,1178,144625,45-49,M,18,378171,70,109.2500008,1,0,False,0.0002,1.5607,109.25,,0.0143,0.0,0
1121612,1178,144625,45-49,M,18,468749,84,134.1199975,6,1,False,0.0002,1.5967,22.3533,134.12,0.0714,0.1667,1
1121613,1178,144626,45-49,M,19,309823,60,103.3899996,4,4,False,0.0002,1.7232,25.8475,25.8475,0.0667,1.0,1
1121615,1178,144626,45-49,M,19,327227,65,116.5599996,5,0,False,0.0002,1.7932,23.312,,0.0769,0.0,0
1121616,1178,144626,45-49,M,19,334945,72,120.2999994,2,1,False,0.0002,1.6708,60.15,120.3,0.0278,0.5,1
1121617,1178,144626,45-49,M,19,68859,15,25.45999968,1,0,False,0.0002,1.6973,25.46,,0.0667,0.0,0
1121619,1178,144627,45-49,M,20,127125,20,35.67999983,2,0,False,0.0002,1.784,17.84,,0.1,0.0,0
1121620,1178,144627,45-49,M,20,415798,80,131.7800006,3,1,False,0.0002,1.6473,43.9267,131.78,0.0375,0.3333,1
1121622,1178,144627,45-49,M,20,107671,20,29.91000021,1,1,False,0.0002,1.4955,29.91,29.91,0.05,1.0,1
1121623,1178,144627,45-49,M,20,164356,28,46.7900002,2,1,False,0.0002,1.6711,23.395,46.79,0.0714,0.5,1
1121624,1178,144627,45-49,M,20,17662,2,3.189999938,1,0,False,0.0001,1.595,3.19,,0.5,0.0,0
1121627,1178,144628,45-49,M,21,65339,10,16.67999983,2,0,False,0.0002,1.668,8.34,,0.2,0.0,0
1121628,1178,144628,45-49,M,21,59838,7,11.11000013,1,0,False,0.0001,1.5871,11.11,,0.1429,0.0,0
1121629,1178,144628,45-49,M,21,381577,81,127.5699993,2,0,False,0.0002,1.5749,63.785,,0.0247,0.0,0
1121635,1178,144629,45-49,M,22,45491,8,11.00999999,1,0,False,0.0002,1.3762,11.01,,0.125,0.0,0
1121638,1178,144630,45-49,M,23,18946,2,3.599999905,1,0,False,0.0001,1.8,3.6,,0.5,0.0,0
1121641,1178,144630,45-49,M,23,114370,18,33.65999997,1,0,False,0.0002,1.87,33.66,,0.0556,0.0,0
1121642,1178,144630,45-49,M,23,99698,21,33.3499999,1,0,False,0.0002,1.5881,33.35,,0.0476,0.0,0
1121644,1178,144631,45-49,M,24,355165,81,128.6099997,4,3,False,0.0002,1.5878,32.1525,42.87,0.0494,0.75,1
1121650,1178,144632,45-49,M,25,101431,23,33.93000031,1,1,False,0.0002,1.4752,33.93,33.93,0.0435,1.0,1
1121652,1178,144632,45-49,M,25,123151,24,36.4400003,2,1,False,0.0002,1.5183,18.22,36.44,0.0833,0.5,1
1121660,1178,144633,45-49,M,26,24078,4,5.769999981,1,0,False,0.0002,1.4425,5.77,,0.25,0.0,0
1121661,1178,144634,45-49,M,27,517801,105,181.7200011,3,0,False,0.0002,1.7307,60.5733,,0.0286,0.0,0
1121662,1178,144634,45-49,M,27,145104,25,41.42000008,2,1,False,0.0002,1.6568,20.71,41.42,0.08,0.5,1
1121664,1178,144634,45-49,M,27,179950,35,58.67999971,1,0,False,0.0002,1.6766,58.68,,0.0286,0.0,0
1121665,1178,144634,45-49,M,27,258531,46,80.33999979,2,0,False,0.0002,1.7465,40.17,,0.0435,0.0,0
1121666,1178,144634,45-49,M,27,272500,62,104.4599996,3,0,False,0.0002,1.6848,34.82,,0.0484,0.0,0
1121667,1178,144635,45-49,M,28,273197,57,87.7300005,3,0,False,0.0002,1.5391,29.2433,,0.0526,0.0,0
1121668,1178,144635,45-49,M,28,775904,172,253.990002,4,2,False,0.0002,1.4767,63.4975,126.995,0.0233,0.5,1
1121669,1178,144635,45-49,M,28,120251,26,39.44000006,1,0,False,0.0002,1.5169,39.44,,0.0385,0.0,0
1121671,1178,144635,45-49,M,28,139406,24,39.04999948,1,0,False,0.0002,1.6271,39.05,,0.0417,0.0,0
1121672,1178,144635,45-49,M,28,60314,11,16.93999958,2,1,False,0.0002,1.54,8.47,16.94,0.1818,0.5,1
1121673,1178,144636,45-49,M,29,563074,86,142.7099985,4,2,False,0.0002,1.6594,35.6775,71.355,0.0465,0.5,1
1121674,1178,144636,45-49,M,29,168655,18,27.29999983,2,0,False,0.0001,1.5167,13.65,,0.1111,0.0,0
1121675,1178,144636,45-49,M,29,111963,17,29.3799994,2,1,False,0.0002,1.7282,14.69,29.38,0.1176,0.5,1
1121676,1178,144636,45-49,M,29,1026304,168,277.5799986,17,8,False,0.0002,1.6523,16.3282,34.6975,0.1012,0.4706,1
1121677,1178,144636,45-49,M,29,1391924,258,422.8400038,17,10,False,0.0002,1.6389,24.8729,42.284,0.0659,0.5882,1
1121678,1178,144636,45-49,M,29,147551,22,38.50000083,1,0,False,0.0001,1.75,38.5,,0.0455,0.0,0
1121685,1178,144638,45-49,M,31,66794,9,17.3299998,1,1,False,0.0001,1.9256,17.33,17.33,0.1111,1.0,1
1121687,1178,144638,45-49,M,31,118882,19,32.30999994,2,1,False,0.0002,1.7005,16.155,32.31,0.1053,0.5,1
1121689,1178,144638,45-49,M,31,148010,24,41.96999943,1,0,False,0.0002,1.7487,41.97,,0.0417,0.0,0
1121691,1178,144639,45-49,M,32,932890,197,352.4499989,3,1,False,0.0002,1.7891,117.4833,352.45,0.0152,0.3333,1
1121692,1178,144639,45-49,M,32,718359,147,264.5899997,4,1,False,0.0002,1.7999,66.1475,264.59,0.0272,0.25,1
1121693,1178,144639,45-49,M,32,433658,82,158.5999998,5,2,False,0.0002,1.9341,31.72,79.3,0.061,0.4,1
1121695,1178,144639,45-49,M,32,29455,3,4.769999981,1,0,False,0.0001,1.59,4.77,,0.3333,0.0,0
1121701,1178,144640,45-49,M,36,23973,3,4.820000052,1,1,False,0.0001,1.6067,4.82,4.82,0.3333,1.0,1
1121705,1178,144641,45-49,M,63,126480,25,37.25999999,1,1,False,0.0002,1.4904,37.26,37.26,0.04,1.0,1
1121706,1178,144641,45-49,M,63,138959,28,39.5200007,1,0,False,0.0002,1.4114,39.52,,0.0357,0.0,0
1121708,1178,144641,45-49,M,63,68829,12,19.47999978,1,0,False,0.0002,1.6233,19.48,,0.0833,0.0,0
1121711,1178,144642,45-49,M,64,49916,10,16.38,1,1,False,0.0002,1.638,16.38,16.38,0.1,1.0,1
1121716,1178,144643,45-49,M,65,76014,16,22.67000031,1,1,False,0.0002,1.4169,22.67,22.67,0.0625,1.0,1
1121723,1178,144644,45-49,M,2,50947,10,15.99000025,1,0,False,0.0002,1.599,15.99,,0.1,0.0,0
1121733,1178,144646,45-49,M,66,55536,11,17.04999995,1,0,False,0.0002,1.55,17.05,,0.0909,0.0,0
1121741,1178,144647,30-34,F,10,318042,46,64.40999997,8,4,False,0.0001,1.4002,8.0512,16.1025,0.1739,0.5,1
1121742,1178,144647,30-34,F,10,213016,30,44.21999955,8,2,False,0.0001,1.474,5.5275,22.11,0.2667,0.25,1
1121745,1178,144648,30-34,F,15,182265,27,38.18000007,2,1,False,0.0001,1.4141,19.09,38.18,0.0741,0.5,1
1121746,1178,144648,30-34,F,15,1117371,177,268.050002,26,5,False,0.0002,1.5144,10.3096,53.61,0.1469,0.1923,1
1121749,1178,144648,30-34,F,15,333345,52,77.59000027,5,1,False,0.0002,1.4921,15.518,77.59,0.0962,0.2,1
1121751,1178,144649,30-34,F,16,275930,30,46.77999997,5,2,False,0.0001,1.5593,9.356,23.39,0.1667,0.4,1
1121753,1178,144649,30-34,F,16,740631,101,153.1199975,9,1,False,0.0001,1.516,17.0133,153.12,0.0891,0.1111,1
1121754,1178,144649,30-34,F,16,328272,35,55.99000025,2,1,False,0.0001,1.5997,27.995,55.99,0.0571,0.5,1
1121755,1178,144649,30-34,F,16,178455,20,31.5400002,6,3,False,0.0001,1.577,5.2567,10.5133,0.3,0.5,1
1121756,1178,144649,30-34,F,16,705712,98,147.339999,6,1,False,0.0001,1.5035,24.5567,147.34,0.0612,0.1667,1
1121758,1178,144650,30-34,F,18,690373,91,159.5700021,5,2,False,0.0001,1.7535,31.914,79.785,0.0549,0.4,1
1121759,1178,144650,30-34,F,18,515812,69,117.6299995,3,1,False,0.0001,1.7048,39.21,117.63,0.0435,0.3333,1
1121760,1178,144650,30-34,F,18,764793,101,171.9799976,4,2,False,0.0001,1.7028,42.995,85.99,0.0396,0.5,1
1121763,1178,144651,30-34,F,19,87832,11,18.10000038,1,1,False,0.0001,1.6455,18.1,18.1,0.0909,1.0,1
1121764,1178,144651,30-34,F,19,23368,3,4.300000191,1,0,False,0.0001,1.4333,4.3,,0.3333,0.0,0
1121765,1178,144651,30-34,F,19,51509,7,11.57000005,1,0,False,0.0001,1.6529,11.57,,0.1429,0.0,0
1121767,1178,144651,30-34,F,19,87043,16,24.48000002,2,0,False,0.0002,1.53,12.24,,0.125,0.0,0
1121768,1178,144651,30-34,F,19,565565,113,169.6699982,7,4,False,0.0002,1.5015,24.2386,42.4175,0.0619,0.5714,1
1121769,1178,144652,30-34,F,20,253758,43,62.14000034,4,1,False,0.0002,1.4451,15.535,62.14,0.093,0.25,1
1121773,1178,144652,30-34,F,20,319131,51,76.68000025,6,1,False,0.0002,1.5035,12.78,76.68,0.1176,0.1667,1
1121774,1178,144652,30-34,F,20,670608,130,195.1499978,11,3,False,0.0002,1.5012,17.7409,65.05,0.0846,0.2727,1
1121775,1178,144653,30-34,F,21,159123,25,38.36000013,5,3,False,0.0002,1.5344,7.672,12.7867,0.2,0.6,1
1121776,1178,144653,30-34,F,21,103709,15,24.56999969,3,1,False,0.0001,1.638,8.19,24.57,0.2,0.3333,1
1121779,1178,144653,30-34,F,21,271589,45,74.41000032,9,3,False,0.0002,1.6536,8.2678,24.8033,0.2,0.3333,1
1121780,1178,144653,30-34,F,21,119772,20,33.46999907,5,2,False,0.0002,1.6735,6.694,16.735,0.25,0.4,1
1121782,1178,144654,30-34,F,22,26340,3,4.220000029,1,1,False,0.0001,1.4067,4.22,4.22,0.3333,1.0,1
1121783,1178,144654,30-34,F,22,594968,111,147.6700006,4,0,False,0.0002,1.3304,36.9175,,0.036,0.0,0
1121791,1178,144655,30-34,F,23,6838,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121793,1178,144656,30-34,F,24,185665,39,62.14000058,1,0,False,0.0002,1.5933,62.14,,0.0256,0.0,0
1121795,1178,144656,30-34,F,24,24959,3,4.560000062,1,1,False,0.0001,1.52,4.56,4.56,0.3333,1.0,1
1121796,1178,144656,30-34,F,24,136967,23,35.05999982,3,1,False,0.0002,1.5243,11.6867,35.06,0.1304,0.3333,1
1121798,1178,144656,30-34,F,24,107548,19,29.31000018,1,0,False,0.0002,1.5426,29.31,,0.0526,0.0,0
1121803,1178,144657,30-34,F,25,588617,119,169.9199973,2,0,False,0.0002,1.4279,84.96,,0.0168,0.0,0
1121806,1178,144658,30-34,F,26,190560,26,41.63,3,1,False,0.0001,1.6012,13.8767,41.63,0.1154,0.3333,1
1121807,1178,144658,30-34,F,26,373110,49,75.70000076,4,2,False,0.0001,1.5449,18.925,37.85,0.0816,0.5,1
1121812,1178,144659,30-34,F,27,935646,170,256.4699982,19,6,False,0.0002,1.5086,13.4984,42.745,0.1118,0.3158,1
1121814,1178,144659,30-34,F,27,2223278,421,612.3000032,38,13,False,0.0002,1.4544,16.1132,47.1,0.0903,0.3421,1
1121815,1178,144659,30-34,F,27,240497,36,51.84000087,1,0,False,0.0001,1.44,51.84,,0.0278,0.0,0
1121816,1178,144659,30-34,F,27,259984,37,54.7900002,5,0,False,0.0001,1.4808,10.958,,0.1351,0.0,0
1121817,1178,144660,30-34,F,28,606786,127,179.050001,11,3,False,0.0002,1.4098,16.2773,59.6833,0.0866,0.2727,1
1121818,1178,144660,30-34,F,28,83270,13,17.74000001,1,0,False,0.0002,1.3646,17.74,,0.0769,0.0,0
1121819,1178,144660,30-34,F,28,1189509,268,375.7199963,7,3,False,0.0002,1.4019,53.6743,125.24,0.0261,0.4286,1
1121820,1178,144660,30-34,F,28,11471,1,1.570000052,0,0,False,0.0001,1.57,,,0.0,,0
1121824,1178,144661,30-34,F,29,1705246,295,429.4799981,23,10,False,0.0002,1.4559,18.673,42.948,0.078,0.4348,1
1121826,1178,144661,30-34,F,29,418016,63,95.8500005,3,1,False,0.0002,1.5214,31.95,95.85,0.0476,0.3333,1
1121827,1178,144661,30-34,F,29,30155,3,3.819999933,1,0,False,0.0001,1.2733,3.82,,0.3333,0.0,0
1121828,1178,144661,30-34,F,29,990404,153,226.5399992,12,6,False,0.0002,1.4807,18.8783,37.7567,0.0784,0.5,1
1121829,1178,144662,30-34,F,30,187468,34,50.72000062,2,1,False,0.0002,1.4918,25.36,50.72,0.0588,0.5,1
1121832,1178,144662,30-34,F,30,208301,33,54.57000089,1,0,False,0.0002,1.6536,54.57,,0.0303,0.0,0
1121833,1178,144662,30-34,F,30,101856,16,25.22000039,4,1,False,0.0002,1.5763,6.305,25.22,0.25,0.25,1
1121835,1178,144663,30-34,F,31,48935,7,9.970000267,1,1,False,0.0001,1.4243,9.97,9.97,0.1429,1.0,1
1121839,1178,144663,30-34,F,31,13911,1,1.730000019,1,1,False,0.0001,1.73,1.73,1.73,1.0,1.0,1
1121841,1178,144664,30-34,F,32,511726,77,123.0900019,8,4,False,0.0002,1.5986,15.3863,30.7725,0.1039,0.5,1
1121843,1178,144664,30-34,F,32,177452,24,37.83000016,2,0,False,0.0001,1.5763,18.915,,0.0833,0.0,0
1121844,1178,144664,30-34,F,32,149808,20,33.03999937,1,1,False,0.0001,1.652,33.04,33.04,0.05,1.0,1
1121845,1178,144664,30-34,F,32,390339,60,105.0199997,9,6,False,0.0002,1.7503,11.6689,17.5033,0.15,0.6667,1
1121846,1178,144664,30-34,F,32,8350,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121847,1178,144665,30-34,F,36,39339,4,5.929999948,1,0,False,0.0001,1.4825,5.93,,0.25,0.0,0
1121854,1178,144666,30-34,F,63,8587,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121855,1178,144666,30-34,F,63,24893,2,3.75,1,0,False,0.0001,1.875,3.75,,0.5,0.0,0
1121856,1178,144666,30-34,F,63,1296189,212,343.2599944,14,4,False,0.0002,1.6192,24.5186,85.815,0.066,0.2857,1
1121857,1178,144666,30-34,F,63,91607,12,19.1899997,2,1,False,0.0001,1.5992,9.595,19.19,0.1667,0.5,1
1121859,1178,144667,30-34,F,64,238036,38,61.02999771,6,3,False,0.0002,1.6061,10.1717,20.3433,0.1579,0.5,1
1121860,1178,144667,30-34,F,64,254344,35,56.16999996,2,1,False,0.0001,1.6049,28.085,56.17,0.0571,0.5,1
1121861,1178,144667,30-34,F,64,157705,23,39.23000026,2,0,False,0.0001,1.7057,19.615,,0.087,0.0,0
1121862,1178,144667,30-34,F,64,411571,60,99.1799984,6,1,False,0.0001,1.653,16.53,99.18,0.1,0.1667,1
1121863,1178,144667,30-34,F,64,94136,11,16.17999971,1,0,False,0.0001,1.4709,16.18,,0.0909,0.0,0
1121867,1178,144668,30-34,F,65,82640,16,23.97000039,1,1,False,0.0002,1.4981,23.97,23.97,0.0625,1.0,1
1121869,1178,144668,30-34,F,65,17870,2,2.620000005,1,1,False,0.0001,1.31,2.62,2.62,0.5,1.0,1
1121871,1178,144669,30-34,F,2,19178,2,2.779999971,1,1,False,0.0001,1.39,2.78,2.78,0.5,1.0,1
1121873,1178,144669,30-34,F,2,5264,0,0.0,1,0,True,0.0,,0.0,,,0.0,0
1121874,1178,144669,30-34,F,2,145548,28,42.37000036,2,1,False,0.0002,1.5132,21.185,42.37,0.0714,0.5,1
1121876,1178,144669,30-34,F,2,82455,15,22.04999971,1,0,False,0.0002,1.47,22.05,,0.0667,0.0,0
1121877,1178,144670,30-34,F,7,44189,7,10.31999981,2,0,False,0.0002,1.4743,5.16,,0.2857,0.0,0
1121878,1178,144670,30-34,F,7,45199,7,9.809999943,1,0,False,0.0002,1.4014,9.81,,0.1429,0.0,0
1121881,1178,144670,30-34,F,7,221843,43,63.45000076,5,0,False,0.0002,1.4756,12.69,,0.1163,0.0,0
1121888,1178,144671,30-34,F,66,41672,6,10.54999995,2,1,False,0.0001,1.7583,5.275,10.55,0.3333,0.5,1
1121889,1178,144672,35-39,F,10,127546,25,38.94000041,2,0,False,0.0002,1.5576,19.47,,0.08,0.0,0
1121890,1178,144672,35-39,F,10,127865,28,38.02999961,3,1,False,0.0002,1.3582,12.6767,38.03,0.1071,0.3333,1
1121891,1178,144672,35-39,F,10,1025327,229,314.2999983,16,2,False,0.0002,1.3725,19.6437,157.15,0.0699,0.125,1
1121894,1178,144672,35-39,F,10,561415,124,173.76,3,0,False,0.0002,1.4013,57.92,,0.0242,0.0,0
1121895,1178,144673,35-39,F,15,132803,25,37.32000124,2,1,False,0.0002,1.4928,18.66,37.32,0.08,0.5,1
1121897,1178,144673,35-39,F,15,24664,2,2.629999995,1,1,False,0.0001,1.315,2.63,2.63,0.5,1.0,1
1121901,1178,144674,35-39,F,16,1020561,172,263.8100007,7,3,False,0.0002,1.5338,37.6871,87.9367,0.0407,0.4286,1
1121902,1178,144674,35-39,F,16,682143,114,177.1099993,6,2,False,0.0002,1.5536,29.5183,88.555,0.0526,0.3333,1
1121903,1178,144674,35-39,F,16,1247717,222,343.4199994,11,4,False,0.0002,1.5469,31.22,85.855,0.0495,0.3636,1
1121904,1178,144674,35-39,F,16,146406,23,33.22999942,1,1,False,0.0002,1.4448,33.23,33.23,0.0435,1.0,1
1121905,1178,144674,35-39,F,16,905699,161,234.6599982,4,1,False,0.0002,1.4575,58.665,234.66,0.0248,0.25,1
1121906,1178,144674,35-39,F,16,1184580,194,297.8299981,14,3,False,0.0002,1.5352,21.2736,99.2767,0.0722,0.2143,1
1121907,1178,144675,35-39,F,18,98057,20,31.00999963,1,1,False,0.0002,1.5505,31.01,31.01,0.05,1.0,1
1121917,1178,144676,35-39,F,19,238735,56,84.65999889,4,1,False,0.0002,1.5118,21.165,84.66,0.0714,0.25,1
1121918,1178,144676,35-39,F,19,320657,77,115.8800026,2,0,False,0.0002,1.5049,57.94,,0.026,0.0,0
1121925,1178,144678,35-39,F,21,244074,57,84.51000023,4,2,False,0.0002,1.4826,21.1275,42.255,0.0702,0.5,1
1121928,1178,144678,35-39,F,21,39146,8,13.05999959,1,0,False,0.0002,1.6325,13.06,,0.125,0.0,0
1121931,1178,144679,35-39,F,22,78468,15,23.64999962,1,0,False,0.0002,1.5767,23.65,,0.0667,0.0,0
1121933,1178,144679,35-39,F,22,325653,63,89.35000026,2,0,False,0.0002,1.4183,44.675,,0.0317,0.0,0
1121935,1178,144679,35-39,F,22,66277,12,17.30000019,1,0,False,0.0002,1.4417,17.3,,0.0833,0.0,0
1121936,1178,144679,35-39,F,22,93002,16,23.33999968,1,0,False,0.0002,1.4587,23.34,,0.0625,0.0,0
1121944,1178,144681,35-39,F,24,109723,27,40.9600004,1,0,False,0.0002,1.517,40.96,,0.037,0.0,0
1121948,1178,144681,35-39,F,24,118941,35,50.11000001,4,1,False,0.0003,1.4317,12.5275,50.11,0.1143,0.25,1
1121949,1178,144682,35-39,F,25,221576,47,66.79000068,6,1,False,0.0002,1.4211,11.1317,66.79,0.1277,0.1667,1
1121953,1178,144682,35-39,F,25,8341,1,1.639999986,1,0,False,0.0001,1.64,1.64,,1.0,0.0,0
1121954,1178,144682,35-39,F,25,120335,26,36.2299993,2,0,False,0.0002,1.3935,18.115,,0.0769,0.0,0
1121955,1178,144683,35-39,F,26,182098,40,62.86999989,1,1,False,0.0002,1.5717,62.87,62.87,0.025,1.0,1
1121956,1178,144683,35-39,F,26,227473,52,71.58000052,1,1,False,0.0002,1.3765,71.58,71.58,0.0192,1.0,1
1121962,1178,144684,35-39,F,27,1050947,230,350.5099957,6,1,False,0.0002,1.524,58.4183,350.51,0.0261,0.1667,1
1121963,1178,144684,35-39,F,27,720859,162,213.6899986,13,5,False,0.0002,1.3191,16.4377,42.738,0.0802,0.3846,1
1121971,1178,144685,35-39,F,28,41111,8,10.96000016,1,0,False,0.0002,1.37,10.96,,0.125,0.0,0
1121973,1178,144686,35-39,F,29,148616,25,37.39999962,6,4,False,0.0002,1.496,6.2333,9.35,0.24,0.6667,1
1121976,1178,144686,35-39,F,29,707260,135,210.8200028,13,6,False,0.0002,1.5616,16.2169,35.1367,0.0963,0.4615,1
1121977,1178,144686,35-39,F,29,139596,26,42.41000032,1,1,False,0.0002,1.6312,42.41,42.41,0.0385,1.0,1
1121983,1178,144687,35-39,F,30,105399,22,33.19999933,2,0,False,0.0002,1.5091,16.6,,0.0909,0.0,0
1121994,1178,144689,35-39,F,32,222378,50,72.91000104,1,0,False,0.0002,1.4582,72.91,,0.02,0.0,0
1122003,1178,144691,35-39,F,63,975792,210,293.8800011,10,4,False,0.0002,1.3994,29.388,73.47,0.0476,0.4,1
1122004,1178,144691,35-39,F,63,579150,125,167.0499997,5,1,False,0.0002,1.3364,33.41,167.05,0.04,0.2,1
1122005,1178,144691,35-39,F,63,449588,81,123.800001,5,2,False,0.0002,1.5284,24.76,61.9,0.0617,0.4,1
1122006,1178,144691,35-39,F,63,318157,56,85.70000196,3,0,False,0.0002,1.5304,28.5667,,0.0536,0.0,0
1122007,1178,144691,35-39,F,63,196967,43,65.17999971,2,1,False,0.0002,1.5158,32.59,65.18,0.0465,0.5,1
1122011,1178,144692,35-39,F,64,158298,37,46.43000007,4,1,False,0.0002,1.2549,11.6075,46.43,0.1081,0.25,1
1122012,1178,144692,35-39,F,64,222739,55,68.55999959,5,2,False,0.0002,1.2465,13.712,34.28,0.0909,0.4,1
1122022,1178,144694,35-39,F,2,20780,5,8.189999938,1,0,False,0.0002,1.638,8.19,,0.2,0.0,0
1122027,1178,144695,35-39,F,7,128616,33,48.54999948,2,0,False,0.0003,1.4712,24.275,,0.0606,0.0,0
